Ref_Date,GEO,ITEMS,Vector,Coordinate,Value
2011/04,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,135.0
2011/05,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,135.7
2011/06,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,135.6
2011/07,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,136.1
2011/08,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,136.1
2011/09,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,135.9
2011/10,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,135.8
2011/11,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,135.8
2011/12,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,135.8
2012/01,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,136.3
2012/02,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,136.6
2012/03,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,137.5
2012/04,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,137.7
2012/05,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,137.7
2012/06,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,137.5
2012/07,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,137.6
2012/08,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,137.9
2012/09,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,137.7
2012/10,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,137.8
2012/11,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,138.3
2012/12,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,138.3
2013/01,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,138.9
2013/02,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,139.4
2013/03,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,139.8
2013/04,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,140.1
2013/05,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,141.1
2013/06,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,140.9
2013/07,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,140.5
2013/08,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,140.4
2013/09,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,140.9
2013/10,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,141.0
2013/11,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,141.1
2013/12,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,141.2
2014/01,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,141.1
2014/02,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,143.0
2014/03,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,145.2
2014/04,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,145.1
2014/05,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,145.8
2014/06,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,146.5
2014/07,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,147.1
2014/08,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,148.2
2014/09,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,148.5
2014/10,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,149.2
2014/11,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,149.5
2014/12,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,149.6
2015/01,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,150.1
2015/02,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,150.5
2015/03,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,150.6
2015/04,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,151.4
2015/05,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,151.5
2015/06,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,151.9
2015/07,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,152.1
2015/08,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,152.4
2015/09,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,152.8
2015/10,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,152.9
2015/11,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,153.9
2015/12,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,154.1
2016/01,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,154.7
2016/02,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,155.3
2016/03,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,156.1
2016/04,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,156.5
2016/05,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,156.4
2016/06,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,156.5
2016/07,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,157.1
2016/08,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,157.1
2016/09,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,157.6
2016/10,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,158.0
2016/11,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,158.1
2016/12,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,158.5
2017/01,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,159.0
2017/02,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,159.3
2017/03,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,159.6
2017/04,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,159.9
2017/05,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,160.4
2017/06,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,161.0
2017/07,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,161.5
2017/08,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,161.8
2017/09,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,162.3
2017/10,Canada,Alcoholic beverages and tobacco products,v41690922,1.9,162.4
1992/01,Canada,All-items excluding food,v41690923,1.10,83.3
1992/02,Canada,All-items excluding food,v41690923,1.10,83.5
1992/03,Canada,All-items excluding food,v41690923,1.10,83.7
1992/04,Canada,All-items excluding food,v41690923,1.10,83.9
1992/05,Canada,All-items excluding food,v41690923,1.10,84.1
1992/06,Canada,All-items excluding food,v41690923,1.10,84.1
1992/07,Canada,All-items excluding food,v41690923,1.10,84.3
1992/08,Canada,All-items excluding food,v41690923,1.10,84.4
1992/09,Canada,All-items excluding food,v41690923,1.10,84.3
1992/10,Canada,All-items excluding food,v41690923,1.10,84.6
1992/11,Canada,All-items excluding food,v41690923,1.10,84.7
1992/12,Canada,All-items excluding food,v41690923,1.10,84.7
1993/01,Canada,All-items excluding food,v41690923,1.10,85.1
1993/02,Canada,All-items excluding food,v41690923,1.10,85.4
1993/03,Canada,All-items excluding food,v41690923,1.10,85.4
1993/04,Canada,All-items excluding food,v41690923,1.10,85.5
1993/05,Canada,All-items excluding food,v41690923,1.10,85.6
1993/06,Canada,All-items excluding food,v41690923,1.10,85.6
1993/07,Canada,All-items excluding food,v41690923,1.10,85.7
1993/08,Canada,All-items excluding food,v41690923,1.10,85.8
1993/09,Canada,All-items excluding food,v41690923,1.10,86.0
1993/10,Canada,All-items excluding food,v41690923,1.10,86.2
1993/11,Canada,All-items excluding food,v41690923,1.10,86.3
1993/12,Canada,All-items excluding food,v41690923,1.10,86.3
1994/01,Canada,All-items excluding food,v41690923,1.10,86.2
1994/02,Canada,All-items excluding food,v41690923,1.10,85.6
1994/03,Canada,All-items excluding food,v41690923,1.10,85.6
1994/04,Canada,All-items excluding food,v41690923,1.10,85.6
1994/05,Canada,All-items excluding food,v41690923,1.10,85.4
1994/06,Canada,All-items excluding food,v41690923,1.10,85.7
1994/07,Canada,All-items excluding food,v41690923,1.10,85.7
1994/08,Canada,All-items excluding food,v41690923,1.10,85.9
1994/09,Canada,All-items excluding food,v41690923,1.10,86.0
1994/10,Canada,All-items excluding food,v41690923,1.10,85.9
1994/11,Canada,All-items excluding food,v41690923,1.10,86.2
1994/12,Canada,All-items excluding food,v41690923,1.10,86.6
1995/01,Canada,All-items excluding food,v41690923,1.10,86.7
1995/02,Canada,All-items excluding food,v41690923,1.10,87.0
1995/03,Canada,All-items excluding food,v41690923,1.10,87.3
1995/04,Canada,All-items excluding food,v41690923,1.10,87.5
1995/05,Canada,All-items excluding food,v41690923,1.10,87.8
1995/06,Canada,All-items excluding food,v41690923,1.10,87.8
1995/07,Canada,All-items excluding food,v41690923,1.10,87.9
1995/08,Canada,All-items excluding food,v41690923,1.10,87.9
1995/09,Canada,All-items excluding food,v41690923,1.10,88.1
1995/10,Canada,All-items excluding food,v41690923,1.10,88.0
1995/11,Canada,All-items excluding food,v41690923,1.10,88.1
1995/12,Canada,All-items excluding food,v41690923,1.10,88.1
1996/01,Canada,All-items excluding food,v41690923,1.10,88.2
1996/02,Canada,All-items excluding food,v41690923,1.10,88.4
1996/03,Canada,All-items excluding food,v41690923,1.10,88.6
1996/04,Canada,All-items excluding food,v41690923,1.10,88.9
1996/05,Canada,All-items excluding food,v41690923,1.10,89.3
1996/06,Canada,All-items excluding food,v41690923,1.10,89.1
1996/07,Canada,All-items excluding food,v41690923,1.10,89.1
1996/08,Canada,All-items excluding food,v41690923,1.10,89.1
1996/09,Canada,All-items excluding food,v41690923,1.10,89.2
1996/10,Canada,All-items excluding food,v41690923,1.10,89.4
1996/11,Canada,All-items excluding food,v41690923,1.10,89.9
1996/12,Canada,All-items excluding food,v41690923,1.10,90.1
1997/01,Canada,All-items excluding food,v41690923,1.10,90.2
1997/02,Canada,All-items excluding food,v41690923,1.10,90.3
1997/03,Canada,All-items excluding food,v41690923,1.10,90.5
1997/04,Canada,All-items excluding food,v41690923,1.10,90.5
1997/05,Canada,All-items excluding food,v41690923,1.10,90.5
1997/06,Canada,All-items excluding food,v41690923,1.10,90.6
1997/07,Canada,All-items excluding food,v41690923,1.10,90.5
1997/08,Canada,All-items excluding food,v41690923,1.10,90.7
1997/09,Canada,All-items excluding food,v41690923,1.10,90.8
1997/10,Canada,All-items excluding food,v41690923,1.10,90.8
1997/11,Canada,All-items excluding food,v41690923,1.10,90.5
1997/12,Canada,All-items excluding food,v41690923,1.10,90.8
1998/01,Canada,All-items excluding food,v41690923,1.10,91.1
1998/02,Canada,All-items excluding food,v41690923,1.10,91.2
1998/03,Canada,All-items excluding food,v41690923,1.10,91.1
1998/04,Canada,All-items excluding food,v41690923,1.10,91.1
1998/05,Canada,All-items excluding food,v41690923,1.10,91.3
1998/06,Canada,All-items excluding food,v41690923,1.10,91.3
1998/07,Canada,All-items excluding food,v41690923,1.10,91.4
1998/08,Canada,All-items excluding food,v41690923,1.10,91.4
1998/09,Canada,All-items excluding food,v41690923,1.10,91.2
1998/10,Canada,All-items excluding food,v41690923,1.10,91.6
1998/11,Canada,All-items excluding food,v41690923,1.10,91.6
1998/12,Canada,All-items excluding food,v41690923,1.10,91.6
1999/01,Canada,All-items excluding food,v41690923,1.10,91.8
1999/02,Canada,All-items excluding food,v41690923,1.10,91.8
1999/03,Canada,All-items excluding food,v41690923,1.10,92.0
1999/04,Canada,All-items excluding food,v41690923,1.10,92.6
1999/05,Canada,All-items excluding food,v41690923,1.10,92.6
1999/06,Canada,All-items excluding food,v41690923,1.10,92.7
1999/07,Canada,All-items excluding food,v41690923,1.10,93.1
1999/08,Canada,All-items excluding food,v41690923,1.10,93.5
1999/09,Canada,All-items excluding food,v41690923,1.10,93.8
1999/10,Canada,All-items excluding food,v41690923,1.10,93.9
1999/11,Canada,All-items excluding food,v41690923,1.10,93.9
1999/12,Canada,All-items excluding food,v41690923,1.10,94.3
2000/01,Canada,All-items excluding food,v41690923,1.10,94.4
2000/02,Canada,All-items excluding food,v41690923,1.10,94.9
2000/03,Canada,All-items excluding food,v41690923,1.10,95.2
2000/04,Canada,All-items excluding food,v41690923,1.10,94.9
2000/05,Canada,All-items excluding food,v41690923,1.10,95.1
2000/06,Canada,All-items excluding food,v41690923,1.10,95.7
2000/07,Canada,All-items excluding food,v41690923,1.10,96.0
2000/08,Canada,All-items excluding food,v41690923,1.10,95.8
2000/09,Canada,All-items excluding food,v41690923,1.10,96.3
2000/10,Canada,All-items excluding food,v41690923,1.10,96.7
2000/11,Canada,All-items excluding food,v41690923,1.10,97.3
2000/12,Canada,All-items excluding food,v41690923,1.10,97.4
2001/01,Canada,All-items excluding food,v41690923,1.10,97.2
2001/02,Canada,All-items excluding food,v41690923,1.10,97.2
2001/03,Canada,All-items excluding food,v41690923,1.10,97.1
2001/04,Canada,All-items excluding food,v41690923,1.10,97.9
2001/05,Canada,All-items excluding food,v41690923,1.10,98.5
2001/06,Canada,All-items excluding food,v41690923,1.10,98.5
2001/07,Canada,All-items excluding food,v41690923,1.10,98.2
2001/08,Canada,All-items excluding food,v41690923,1.10,98.3
2001/09,Canada,All-items excluding food,v41690923,1.10,98.5
2001/10,Canada,All-items excluding food,v41690923,1.10,98.1
2001/11,Canada,All-items excluding food,v41690923,1.10,97.3
2001/12,Canada,All-items excluding food,v41690923,1.10,97.5
2002/01,Canada,All-items excluding food,v41690923,1.10,97.9
2002/02,Canada,All-items excluding food,v41690923,1.10,98.0
2002/03,Canada,All-items excluding food,v41690923,1.10,98.5
2002/04,Canada,All-items excluding food,v41690923,1.10,99.3
2002/05,Canada,All-items excluding food,v41690923,1.10,99.3
2002/06,Canada,All-items excluding food,v41690923,1.10,99.6
2002/07,Canada,All-items excluding food,v41690923,1.10,100.4
2002/08,Canada,All-items excluding food,v41690923,1.10,100.9
2002/09,Canada,All-items excluding food,v41690923,1.10,101.0
2002/10,Canada,All-items excluding food,v41690923,1.10,101.6
2002/11,Canada,All-items excluding food,v41690923,1.10,101.9
2002/12,Canada,All-items excluding food,v41690923,1.10,101.6
2003/01,Canada,All-items excluding food,v41690923,1.10,102.7
2003/02,Canada,All-items excluding food,v41690923,1.10,103.2
2003/03,Canada,All-items excluding food,v41690923,1.10,103.2
2003/04,Canada,All-items excluding food,v41690923,1.10,102.5
2003/05,Canada,All-items excluding food,v41690923,1.10,102.3
2003/06,Canada,All-items excluding food,v41690923,1.10,102.4
2003/07,Canada,All-items excluding food,v41690923,1.10,102.6
2003/08,Canada,All-items excluding food,v41690923,1.10,103.0
2003/09,Canada,All-items excluding food,v41690923,1.10,103.2
2003/10,Canada,All-items excluding food,v41690923,1.10,103.0
2003/11,Canada,All-items excluding food,v41690923,1.10,103.4
2003/12,Canada,All-items excluding food,v41690923,1.10,103.8
2004/01,Canada,All-items excluding food,v41690923,1.10,103.9
2004/02,Canada,All-items excluding food,v41690923,1.10,103.8
2004/03,Canada,All-items excluding food,v41690923,1.10,103.9
2004/04,Canada,All-items excluding food,v41690923,1.10,104.3
2004/05,Canada,All-items excluding food,v41690923,1.10,105.1
2004/06,Canada,All-items excluding food,v41690923,1.10,105.1
2004/07,Canada,All-items excluding food,v41690923,1.10,105.0
2004/08,Canada,All-items excluding food,v41690923,1.10,104.8
2004/09,Canada,All-items excluding food,v41690923,1.10,104.8
2004/10,Canada,All-items excluding food,v41690923,1.10,105.3
2004/11,Canada,All-items excluding food,v41690923,1.10,105.8
2004/12,Canada,All-items excluding food,v41690923,1.10,105.8
2005/01,Canada,All-items excluding food,v41690923,1.10,105.8
2005/02,Canada,All-items excluding food,v41690923,1.10,106.2
2005/03,Canada,All-items excluding food,v41690923,1.10,106.3
2005/04,Canada,All-items excluding food,v41690923,1.10,106.4
2005/05,Canada,All-items excluding food,v41690923,1.10,106.2
2005/06,Canada,All-items excluding food,v41690923,1.10,106.7
2005/07,Canada,All-items excluding food,v41690923,1.10,106.9
2005/08,Canada,All-items excluding food,v41690923,1.10,107.4
2005/09,Canada,All-items excluding food,v41690923,1.10,108.7
2005/10,Canada,All-items excluding food,v41690923,1.10,108.3
2005/11,Canada,All-items excluding food,v41690923,1.10,108.1
2005/12,Canada,All-items excluding food,v41690923,1.10,108.2
2006/01,Canada,All-items excluding food,v41690923,1.10,108.2
2006/02,Canada,All-items excluding food,v41690923,1.10,108.0
2006/03,Canada,All-items excluding food,v41690923,1.10,108.7
2006/04,Canada,All-items excluding food,v41690923,1.10,109.5
2006/05,Canada,All-items excluding food,v41690923,1.10,109.9
2006/06,Canada,All-items excluding food,v41690923,1.10,109.6
2006/07,Canada,All-items excluding food,v41690923,1.10,109.7
2006/08,Canada,All-items excluding food,v41690923,1.10,109.9
2006/09,Canada,All-items excluding food,v41690923,1.10,109.3
2006/10,Canada,All-items excluding food,v41690923,1.10,108.9
2006/11,Canada,All-items excluding food,v41690923,1.10,109.1
2006/12,Canada,All-items excluding food,v41690923,1.10,109.3
2007/01,Canada,All-items excluding food,v41690923,1.10,109.1
2007/02,Canada,All-items excluding food,v41690923,1.10,109.7
2007/03,Canada,All-items excluding food,v41690923,1.10,110.9
2007/04,Canada,All-items excluding food,v41690923,1.10,111.4
2007/05,Canada,All-items excluding food,v41690923,1.10,112.0
2007/06,Canada,All-items excluding food,v41690923,1.10,111.8
2007/07,Canada,All-items excluding food,v41690923,1.10,111.9
2007/08,Canada,All-items excluding food,v41690923,1.10,111.7
2007/09,Canada,All-items excluding food,v41690923,1.10,112.1
2007/10,Canada,All-items excluding food,v41690923,1.10,111.8
2007/11,Canada,All-items excluding food,v41690923,1.10,112.0
2007/12,Canada,All-items excluding food,v41690923,1.10,112.0
2008/01,Canada,All-items excluding food,v41690923,1.10,112.5
2008/02,Canada,All-items excluding food,v41690923,1.10,112.6
2008/03,Canada,All-items excluding food,v41690923,1.10,112.9
2008/04,Canada,All-items excluding food,v41690923,1.10,113.4
2008/05,Canada,All-items excluding food,v41690923,1.10,114.1
2008/06,Canada,All-items excluding food,v41690923,1.10,114.9
2008/07,Canada,All-items excluding food,v41690923,1.10,115.2
2008/08,Canada,All-items excluding food,v41690923,1.10,115.0
2008/09,Canada,All-items excluding food,v41690923,1.10,115.0
2008/10,Canada,All-items excluding food,v41690923,1.10,113.9
2008/11,Canada,All-items excluding food,v41690923,1.10,113.1
2008/12,Canada,All-items excluding food,v41690923,1.10,112.6
2009/01,Canada,All-items excluding food,v41690923,1.10,112.3
2009/02,Canada,All-items excluding food,v41690923,1.10,112.8
2009/03,Canada,All-items excluding food,v41690923,1.10,112.5
2009/04,Canada,All-items excluding food,v41690923,1.10,112.1
2009/05,Canada,All-items excluding food,v41690923,1.10,112.6
2009/06,Canada,All-items excluding food,v41690923,1.10,113.3
2009/07,Canada,All-items excluding food,v41690923,1.10,112.7
2009/08,Canada,All-items excluding food,v41690923,1.10,113.1
2009/09,Canada,All-items excluding food,v41690923,1.10,113.1
2009/10,Canada,All-items excluding food,v41690923,1.10,113.4
2009/11,Canada,All-items excluding food,v41690923,1.10,114.1
2009/12,Canada,All-items excluding food,v41690923,1.10,114.1
2010/01,Canada,All-items excluding food,v41690923,1.10,114.5
2010/02,Canada,All-items excluding food,v41690923,1.10,114.6
2010/03,Canada,All-items excluding food,v41690923,1.10,114.2
2010/04,Canada,All-items excluding food,v41690923,1.10,114.3
2010/05,Canada,All-items excluding food,v41690923,1.10,114.4
2010/06,Canada,All-items excluding food,v41690923,1.10,114.6
2010/07,Canada,All-items excluding food,v41690923,1.10,115.1
2010/08,Canada,All-items excluding food,v41690923,1.10,115.2
2010/09,Canada,All-items excluding food,v41690923,1.10,115.3
2010/10,Canada,All-items excluding food,v41690923,1.10,116.1
2010/11,Canada,All-items excluding food,v41690923,1.10,116.5
2010/12,Canada,All-items excluding food,v41690923,1.10,117.0
2011/01,Canada,All-items excluding food,v41690923,1.10,117.2
2011/02,Canada,All-items excluding food,v41690923,1.10,117.0
2011/03,Canada,All-items excluding food,v41690923,1.10,117.6
2011/04,Canada,All-items excluding food,v41690923,1.10,118.0
2011/05,Canada,All-items excluding food,v41690923,1.10,118.4
2011/06,Canada,All-items excluding food,v41690923,1.10,118.0
2011/07,Canada,All-items excluding food,v41690923,1.10,118.2
2011/08,Canada,All-items excluding food,v41690923,1.10,118.5
2011/09,Canada,All-items excluding food,v41690923,1.10,118.9
2011/10,Canada,All-items excluding food,v41690923,1.10,119.1
2011/11,Canada,All-items excluding food,v41690923,1.10,119.3
2011/12,Canada,All-items excluding food,v41690923,1.10,119.2
2012/01,Canada,All-items excluding food,v41690923,1.10,119.6
2012/02,Canada,All-items excluding food,v41690923,1.10,119.7
2012/03,Canada,All-items excluding food,v41690923,1.10,119.8
2012/04,Canada,All-items excluding food,v41690923,1.10,120.1
2012/05,Canada,All-items excluding food,v41690923,1.10,119.8
2012/06,Canada,All-items excluding food,v41690923,1.10,119.6
2012/07,Canada,All-items excluding food,v41690923,1.10,119.4
2012/08,Canada,All-items excluding food,v41690923,1.10,119.8
2012/09,Canada,All-items excluding food,v41690923,1.10,120.0
2012/10,Canada,All-items excluding food,v41690923,1.10,120.3
2012/11,Canada,All-items excluding food,v41690923,1.10,120.2
2012/12,Canada,All-items excluding food,v41690923,1.10,120.1
2013/01,Canada,All-items excluding food,v41690923,1.10,120.2
2013/02,Canada,All-items excluding food,v41690923,1.10,121.1
2013/03,Canada,All-items excluding food,v41690923,1.10,120.8
2013/04,Canada,All-items excluding food,v41690923,1.10,120.4
2013/05,Canada,All-items excluding food,v41690923,1.10,120.5
2013/06,Canada,All-items excluding food,v41690923,1.10,120.8
2013/07,Canada,All-items excluding food,v41690923,1.10,121.0
2013/08,Canada,All-items excluding food,v41690923,1.10,121.0
2013/09,Canada,All-items excluding food,v41690923,1.10,121.2
2013/10,Canada,All-items excluding food,v41690923,1.10,121.0
2013/11,Canada,All-items excluding food,v41690923,1.10,121.3
2013/12,Canada,All-items excluding food,v41690923,1.10,121.9
2014/01,Canada,All-items excluding food,v41690923,1.10,122.1
2014/02,Canada,All-items excluding food,v41690923,1.10,122.6
2014/03,Canada,All-items excluding food,v41690923,1.10,122.7
2014/04,Canada,All-items excluding food,v41690923,1.10,123.0
2014/05,Canada,All-items excluding food,v41690923,1.10,123.2
2014/06,Canada,All-items excluding food,v41690923,1.10,123.3
2014/07,Canada,All-items excluding food,v41690923,1.10,123.3
2014/08,Canada,All-items excluding food,v41690923,1.10,123.5
2014/09,Canada,All-items excluding food,v41690923,1.10,123.6
2014/10,Canada,All-items excluding food,v41690923,1.10,123.7
2014/11,Canada,All-items excluding food,v41690923,1.10,123.4
2014/12,Canada,All-items excluding food,v41690923,1.10,123.2
2015/01,Canada,All-items excluding food,v41690923,1.10,122.5
2015/02,Canada,All-items excluding food,v41690923,1.10,123.2
2015/03,Canada,All-items excluding food,v41690923,1.10,123.5
2015/04,Canada,All-items excluding food,v41690923,1.10,123.3
2015/05,Canada,All-items excluding food,v41690923,1.10,123.6
2015/06,Canada,All-items excluding food,v41690923,1.10,124.0
2015/07,Canada,All-items excluding food,v41690923,1.10,124.4
2015/08,Canada,All-items excluding food,v41690923,1.10,124.4
2015/09,Canada,All-items excluding food,v41690923,1.10,124.2
2015/10,Canada,All-items excluding food,v41690923,1.10,124.2
2015/11,Canada,All-items excluding food,v41690923,1.10,124.6
2015/12,Canada,All-items excluding food,v41690923,1.10,124.7
2016/01,Canada,All-items excluding food,v41690923,1.10,124.5
2016/02,Canada,All-items excluding food,v41690923,1.10,124.2
2016/03,Canada,All-items excluding food,v41690923,1.10,124.6
2016/04,Canada,All-items excluding food,v41690923,1.10,125.1
2016/05,Canada,All-items excluding food,v41690923,1.10,125.4
2016/06,Canada,All-items excluding food,v41690923,1.10,125.7
2016/07,Canada,All-items excluding food,v41690923,1.10,125.7
2016/08,Canada,All-items excluding food,v41690923,1.10,125.8
2016/09,Canada,All-items excluding food,v41690923,1.10,126.2
2016/10,Canada,All-items excluding food,v41690923,1.10,126.6
2016/11,Canada,All-items excluding food,v41690923,1.10,126.6
2016/12,Canada,All-items excluding food,v41690923,1.10,127.3
2017/01,Canada,All-items excluding food,v41690923,1.10,128.3
2017/02,Canada,All-items excluding food,v41690923,1.10,128.0
2017/03,Canada,All-items excluding food,v41690923,1.10,127.5
2017/04,Canada,All-items excluding food,v41690923,1.10,127.8
2017/05,Canada,All-items excluding food,v41690923,1.10,127.4
2017/06,Canada,All-items excluding food,v41690923,1.10,127.2
2017/07,Canada,All-items excluding food,v41690923,1.10,127.4
2017/08,Canada,All-items excluding food,v41690923,1.10,127.7
2017/09,Canada,All-items excluding food,v41690923,1.10,128.1
2017/10,Canada,All-items excluding food,v41690923,1.10,128.2
1992/01,Canada,All-items excluding food and energy,v41690924,1.11,84.2
1992/02,Canada,All-items excluding food and energy,v41690924,1.11,84.4
1992/03,Canada,All-items excluding food and energy,v41690924,1.11,84.8
1992/04,Canada,All-items excluding food and energy,v41690924,1.11,84.9
1992/05,Canada,All-items excluding food and energy,v41690924,1.11,85.2
1992/06,Canada,All-items excluding food and energy,v41690924,1.11,85.3
1992/07,Canada,All-items excluding food and energy,v41690924,1.11,85.3
1992/08,Canada,All-items excluding food and energy,v41690924,1.11,85.4
1992/09,Canada,All-items excluding food and energy,v41690924,1.11,85.3
1992/10,Canada,All-items excluding food and energy,v41690924,1.11,85.5
1992/11,Canada,All-items excluding food and energy,v41690924,1.11,85.5
1992/12,Canada,All-items excluding food and energy,v41690924,1.11,85.7
1993/01,Canada,All-items excluding food and energy,v41690924,1.11,86.0
1993/02,Canada,All-items excluding food and energy,v41690924,1.11,86.3
1993/03,Canada,All-items excluding food and energy,v41690924,1.11,86.5
1993/04,Canada,All-items excluding food and energy,v41690924,1.11,86.6
1993/05,Canada,All-items excluding food and energy,v41690924,1.11,86.6
1993/06,Canada,All-items excluding food and energy,v41690924,1.11,86.6
1993/07,Canada,All-items excluding food and energy,v41690924,1.11,86.8
1993/08,Canada,All-items excluding food and energy,v41690924,1.11,86.9
1993/09,Canada,All-items excluding food and energy,v41690924,1.11,87.1
1993/10,Canada,All-items excluding food and energy,v41690924,1.11,87.2
1993/11,Canada,All-items excluding food and energy,v41690924,1.11,87.4
1993/12,Canada,All-items excluding food and energy,v41690924,1.11,87.5
1994/01,Canada,All-items excluding food and energy,v41690924,1.11,87.4
1994/02,Canada,All-items excluding food and energy,v41690924,1.11,86.6
1994/03,Canada,All-items excluding food and energy,v41690924,1.11,86.6
1994/04,Canada,All-items excluding food and energy,v41690924,1.11,86.6
1994/05,Canada,All-items excluding food and energy,v41690924,1.11,86.5
1994/06,Canada,All-items excluding food and energy,v41690924,1.11,86.6
1994/07,Canada,All-items excluding food and energy,v41690924,1.11,86.6
1994/08,Canada,All-items excluding food and energy,v41690924,1.11,86.7
1994/09,Canada,All-items excluding food and energy,v41690924,1.11,86.9
1994/10,Canada,All-items excluding food and energy,v41690924,1.11,86.9
1994/11,Canada,All-items excluding food and energy,v41690924,1.11,87.2
1994/12,Canada,All-items excluding food and energy,v41690924,1.11,87.6
1995/01,Canada,All-items excluding food and energy,v41690924,1.11,87.8
1995/02,Canada,All-items excluding food and energy,v41690924,1.11,88.1
1995/03,Canada,All-items excluding food and energy,v41690924,1.11,88.3
1995/04,Canada,All-items excluding food and energy,v41690924,1.11,88.4
1995/05,Canada,All-items excluding food and energy,v41690924,1.11,88.7
1995/06,Canada,All-items excluding food and energy,v41690924,1.11,88.9
1995/07,Canada,All-items excluding food and energy,v41690924,1.11,88.9
1995/08,Canada,All-items excluding food and energy,v41690924,1.11,89.1
1995/09,Canada,All-items excluding food and energy,v41690924,1.11,89.2
1995/10,Canada,All-items excluding food and energy,v41690924,1.11,89.2
1995/11,Canada,All-items excluding food and energy,v41690924,1.11,89.3
1995/12,Canada,All-items excluding food and energy,v41690924,1.11,89.2
1996/01,Canada,All-items excluding food and energy,v41690924,1.11,89.4
1996/02,Canada,All-items excluding food and energy,v41690924,1.11,89.5
